0,0,0.852847,513.17
0.000170569,0.0340456,0.864832,364.844
0.000683144,0.068367,0.875252,184.583
0.00153983,0.102833,0.88408,152.42
0.00274141,0.137313,0.891293,136.363
0.00428736,0.171674,0.89687,129.196
0.00617583,0.205783,0.900792,125.317
0.00840365,0.23951,0.903046,123.278
0.0109663,0.272723,0.903618,121.812
0.0138581,0.305292,0.902501,120.848
0.0170718,0.337089,0.899689,120.092
0.0205991,0.367985,0.895179,119.522
0.0244305,0.397858,0.888973,119.061
0.0285549,0.426584,0.881074,118.691
0.0329604,0.454045,0.871489,118.385
0.0376338,0.480124,0.860229,118.132
0.0425605,0.50471,0.847308,117.919
0.0477253,0.527694,0.832742,117.738
0.0531114,0.548972,0.816551,117.585
0.0587014,0.568445,0.798759,117.453
0.0644766,0.586018,0.779393,117.339
0.0704178,0.601602,0.758481,117.241
0.0765044,0.615113,0.736056,117.155
0.0827155,0.626474,0.712155,117.08
0.0890291,0.635612,0.686815,117.015
0.0954226,0.642462,0.660078,116.957
0.101873,0.646964,0.631989,116.906
0.108356,0.649066,0.602594,116.86
0.114848,0.648722,0.571944,116.82
0.121325,0.645893,0.54009,116.784
0.12776,0.640549,0.507087,116.752
0.134129,0.632663,0.472993,116.724
0.140406,0.622219,0.437867,116.698
0.146566,0.609209,0.40177,116.675
0.152583,0.593628,0.364766,116.655
0.158432,0.575483,0.326921,116.636
0.164086,0.554787,0.288301,116.619
0.16952,0.531559,0.248976,116.604
0.174709,0.505828,0.209017,116.59
0.179628,0.477628,0.168494,116.578
0.184254,0.447003,0.127481,116.567
0.18856,0.414002,0.086053,116.556
0.192526,0.378683,0.0442848,116.547
0.196126,0.341109,0.00225273,116.539
0.19934,0.301352,-0.039966,116.531
0.202145,0.259489,-0.0822937,116.524
0.204521,0.215606,-0.124652,116.517
0.206449,0.169794,-0.166962,116.512
0.207909,0.122151,-0.209145,116.506
0.208883,0.0727793,-0.251121,116.501
0.209356,0.0217899,-0.292812,116.497
0.209311,-0.0307017,-0.334137,116.493
0.208734,-0.0845746,-0.375018,116.489
0.207612,-0.139702,-0.415376,116.485
0.205932,-0.195953,-0.455132,116.482
0.203685,-0.25319,-0.494208,116.479
0.200861,-0.311272,-0.532527,116.477
0.197452,-0.370055,-0.570013,116.474
0.193453,-0.429389,-0.606588,116.472
0.188857,-0.48912,-0.64218,116.47
0.183663,-0.549092,-0.676714,116.468
0.177869,-0.609145,-0.710117,116.466
0.171474,-0.669118,-0.74232,116.465
0.16448,-0.728845,-0.773253,116.463
0.156891,-0.78816,-0.802847,116.462
0.148712,-0.846894,-0.831039,116.46
0.139948,-0.904878,-0.857763,116.459
0.130609,-0.961941,-0.882959,116.458
0.120704,-1.01791,-0.906567,116.457
0.110246,-1.07263,-0.928532,116.456
0.0992477,-1.12591,-0.948799,116.455
0.0877241,-1.17759,-0.967318,116.455
0.0756923,-1.22751,-0.98404,116.454
0.0631708,-1.2755,-0.998922,116.453
0.0501796,-1.3214,-1.01192,116.453
0.0367405,-1.36504,-1.023,116.452
0.0228767,-1.40629,-1.03213,116.451
0.00861305,-1.44498,-1.03927,116.451
-0.00602412,-1.48096,-1.04441,116.45
-0.0210071,-1.51411,-1.04751,116.45
-0.0363069,-1.54429,-1.04857,116.45
-0.051893,-1.57136,-1.04756,116.449
-0.0677338,-1.59521,-1.04448,116.449
-0.0837965,-1.61572,-1.03932,116.449
-0.100047,-1.6328,-1.03209,116.448
-0.116451,-1.64633,-1.02278,116.448
-0.132972,-1.65623,-1.01141,116.448
-0.149573,-1.66243,-0.997991,116.448
-0.166218,-1.66484,-0.982537,116.447
-0.182867,-1.66341,-0.965071,116.447
-0.199482,-1.65808,-0.945621,116.447
-0.216025,-1.64882,-0.924215,116.447
-0.232455,-1.63558,-0.900888,116.447
-0.248732,-1.61835,-0.875679,116.446
-0.264817,-1.59711,-0.848629,116.446
-0.280669,-1.57185,-0.819783,116.446
-0.296248,-1.54258,-0.789191,116.446
-0.311514,-1.50932,-0.756905,116.446
-0.326428,-1.47209,-0.722979,116.446
-0.34095,-1.43092,-0.687473,116.446
-0.35504,-1.38585,-0.650446,116.446
-0.368659,-1.33695,-0.611962,116.446
-0.381771,-1.28425,-0.572086,116.446
-0.394337,-1.22785,-0.530887,116.445
-0.40632,-1.1678,-0.488432,116.445
-0.417685,-1.10419,-0.444795,116.445
-0.428395,-1.03713,-0.400049,116.445
-0.438418,-0.96669,-0.354266,116.445
-0.44772,-0.892993,-0.307524,116.445
-0.456269,-0.816149,-0.2599,116.445
-0.464034,-0.736275,-0.211472,116.445
-0.470986,-0.653496,-0.16232,116.445
-0.477095,-0.567946,-0.112524,116.445
-0.482335,-0.479761,-0.0621661,116.445
-0.48668,-0.389086,-0.0113281,116.445
-0.490107,-0.29607,0.0399062,116.445
-0.492592,-0.200868,0.0914526,0
-0.494114,-0.103642,0.143226,0
-0.494655,-0.00455922,0.19514,0
-0.494196,0.0962082,0.247107,0
-0.492721,0.198482,0.299041,0
-0.490216,0.302077,0.350851,0
-0.486669,0.406805,0.402448,0
-0.48207,0.51247,0.453741,0
-0.47641,0.618871,0.504639,0
-0.469683,0.725802,0.555049,0
-0.461884,0.83305,0.604877,0
-0.453012,0.940397,0.65403,0
-0.443067,1.04762,0.702412,0
-0.432051,1.1545,0.749927,0
-0.419968,1.26079,0.79648,0
-0.406826,1.36625,0.841973,0
-0.392634,1.47066,0.886311,0
-0.377405,1.57376,0.929396,0
-0.361151,1.67529,0.971132,0
-0.343891,1.77502,1.01142,0
-0.325643,1.87269,1.05017,0
-0.30643,1.96803,1.08729,0
-0.286275,2.06081,1.12268,0
-0.265207,2.15075,1.15626,0
-0.243254,2.2376,1.18793,0
-0.220449,2.32112,1.21761,0
-0.196826,2.40105,1.24521,0
-0.172423,2.47716,1.27067,0
-0.147278,2.54919,1.2939,0
-0.121435,2.61693,1.31484,0
-0.0949359,2.68014,1.33342,0
-0.0678285,2.73861,1.34958,0
-0.0401607,2.79214,1.36327,0
-0.0119831,2.84054,1.37444,0
0.0166521,2.88363,1.38305,0
0.045691,2.92124,1.38907,0
0.075078,2.95323,1.39247,0
0.104756,2.97945,1.39323,0
0.134667,2.99979,1.39134,0
0.164752,3.01416,1.3868,0
0.194949,3.02246,1.3796,0
0.225199,3.02463,1.36977,0
0.25544,3.02063,1.35731,0
0.28561,3.01042,1.34225,0
0.315646,2.99399,1.32463,0
0.345486,2.97135,1.30448,0
0.375069,2.94251,1.28184,0
0.404332,2.90753,1.25678,0
0.433215,2.86645,1.22933,0
0.461656,2.81934,1.19957,0
0.489596,2.76628,1.16756,0
0.516975,2.70738,1.13336,0
0.543737,2.64274,1.09705,0
0.569823,2.57247,1.0587,0
0.595179,2.49672,1.0184,0
0.61975,2.4156,0.976212,0
0.643483,2.32928,0.932226,0
0.666327,2.23789,0.88652,0
0.688232,2.1416,0.839176,0
0.70915,2.04057,0.790276,0
0.729034,1.93495,0.739903,0
0.74784,1.82491,0.688136,0
0.765523,1.71063,0.635057,0
0.782042,1.59227,0.580745,0
0.797358,1.47,0.52528,0
0.811431,1.344,0.468739,0
0.824227,1.21443,0.411199,0
0.835709,1.08146,0.352736,0
0.845845,0.945269,0.293424,0
0.854603,0.806027,0.233339,0
0.861954,0.663907,0.172553,0
0.867869,0.519081,0.111141,0
0.872324,0.371725,0.0491751,0
0.875292,0.222015,-0.0132712,0
0.876752,0.0701325,-0.0761239,0
0.876682,-0.0837409,-0.139308,0
0.875065,-0.239417,-0.202748,0
0.871882,-0.396703,-0.266367,0
0.867119,-0.555401,-0.330084,0
0.860762,-0.715305,-0.393819,0
0.8528,-0.876201,-0.457487,0
0.843225,-1.03787,-0.521001,0
0.832031,-1.20007,-0.58427,0
0.819212,-1.36257,-0.647201,0
0.804767,-1.52511,-0.709694,0
0.788698,-1.68742,-0.771649,0
0.771007,-1.84923,-0.832959,0
0.751701,-2.01024,-0.893513,0
0.730791,-2.17015,-0.953195,0
0.708287,-2.32864,-1.01189,0
0.684207,-2.48538,-1.06947,0
0.658569,-2.64001,-1.1258,0
0.631396,-2.79219,-1.18077,0
0.602715,-2.94154,-1.23423,0
0.572555,-3.08767,-1.28604,0
0.540951,-3.23021,-1.33607,0
0.507941,-3.36876,-1.38418,0
0.473567,-3.5029,-1.43022,0
0.437875,-3.63224,-1.47407,0
0.400914,-3.75637,-1.51557,0
0.36274,-3.87489,-1.55459,0
0.323409,-3.98739,-1.591,0
0.282985,-4.09349,-1.62468,0
0.241533,-4.19281,-1.6555,0
0.199123,-4.285,-1.68335,0
0.155828,-4.36969,-1.70813,0
0.111725,-4.44659,-1.72974,0
0.0668928,-4.51538,-1.7481,0
0.0214141,-4.5758,-1.76314,0
-0.024626,-4.62762,-1.7748,0
-0.0711405,-4.67064,-1.78303,0
-0.11804,-4.70469,-1.78781,0
-0.165235,-4.72964,-1.78911,0
-0.212634,-4.74541,-1.78694,0
-0.260143,-4.75194,-1.7813,0
-0.307671,-4.74922,-1.77223,0
-0.355126,-4.73729,-1.75977,0
-0.402415,-4.71621,-1.74396,0
-0.449447,-4.68608,-1.72488,0
-0.496133,-4.64704,-1.7026,0
-0.542384,-4.59926,-1.67721,0
-0.588114,-4.54295,-1.64881,0
-0.633238,-4.47832,-1.61749,0
-0.677675,-4.40563,-1.58339,0
-0.721345,-4.32515,-1.5466,0
-0.764171,-4.23716,-1.50726,0
-0.80608,-4.14195,-1.46548,0
-0.847002,-4.03985,-1.42139,0
-0.886869,-3.93115,-1.37512,0
-0.925617,-3.81618,-1.32679,0
-0.963184,-3.69524,-1.27651,0
-0.999512,-3.56864,-1.22442,0
-1.03455,-3.43669,-1.17061,0
-1.06824,-3.29968,-1.11521,0
-1.10053,-3.1579,-1.05832,0
-1.13138,-3.01161,-1.00003,0
-1.16075,-2.86106,-0.940442,0
-1.18859,-2.70651,-0.879635,0
-1.21487,-2.54816,-0.817691,0
-1.23954,-2.38624,-0.754683,0
-1.26258,-2.22093,-0.690676,0
-1.28395,-2.05241,-0.625731,0
-1.30362,-1.88083,-0.559901,0
-1.32155,-1.70633,-0.493233,0
-1.33773,-1.52905,-0.42577,0
-1.35212,-1.34909,-0.357548,0
-1.3647,-1.16655,-0.288602,0
-1.37544,-0.981516,-0.218958,0
-1.38432,-0.794071,-0.148643,0
-1.39131,-0.604279,-0.0776792,0
-1.39639,-0.412201,-0.00608654,0
-1.39954,-0.217891,0.0661154,0
-1.40073,-0.0214026,0.138908,0
-1.39995,0.177214,0.212272,0
-1.39717,0.377908,0.286188,0
-1.39238,0.580623,0.360634,0
-1.38555,0.785299,0.435584,0
-1.37666,0.991867,0.51101,0
-1.36569,1.20025,0.586879,0
-1.35264,1.41034,0.663151,0
-1.33747,1.62205,0.73978,0
-1.32018,1.83523,0.816714,0
-1.30075,2.04975,0.893891,0
-1.27917,2.26541,0.971238,0
-1.25543,2.48203,1.04867,0
-1.22952,2.69937,1.12611,0
-1.20143,2.91716,1.20343,0
-1.17116,3.1351,1.28053,0
-1.13871,3.35286,1.35727,0
-1.10409,3.57007,1.43351,0
-1.06729,3.78631,1.50908,0
-1.02834,4.00112,1.58383,0
-0.987257,4.21401,1.65755,0
-0.944051,4.42445,1.73005,0
-0.898754,4.63186,1.80113,0
-0.8514,4.83563,1.87054,0
-0.802028,5.03512,1.93807,0
-0.750685,5.22965,2.00346,0
-0.697424,5.41852,2.06646,0
-0.642303,5.60102,2.12684,0
-0.585392,5.77641,2.18432,0
-0.526765,5.94397,2.23866,0
-0.466503,6.10297,2.28961,0
-0.404696,6.25269,2.33693,0
-0.341441,6.39244,2.3804,0
-0.27684,6.52157,2.4198,0
-0.211002,6.63947,2.45495,0
-0.144044,6.74559,2.48567,0
-0.0760851,6.83943,2.51182,0
-0.00725065,6.92058,2.5333,0
0.0623306,6.98872,2.55001,0
0.132527,7.04358,2.56191,0
0.203205,7.08503,2.56898,0
0.274229,7.11301,2.57125,0
0.345465,7.12755,2.56877,0
0.41678,7.1288,2.56162,0
0.48804,7.11699,2.54993,0
0.559118,7.09245,2.53386,0
0.629887,7.05559,2.51357,0
0.700227,7.00691,2.48928,0
0.770021,6.94695,2.4612,0
0.839161,6.87635,2.4296,0
0.907543,6.79578,2.39472,0
0.975071,6.70593,2.35683,0
1.04166,6.60757,2.31622,0
1.10722,6.50145,2.27316,0
1.17168,6.38834,2.22793,0
1.23497,6.26902,2.18081,0
1.29705,6.14424,2.13207,0
1.35785,6.01477,2.08197,0
1.41734,5.88133,2.03077,0
1.47547,5.74461,1.97871,0
1.53222,5.60529,1.92602,0
1.58756,5.46401,1.8729,0
1.64149,5.32135,1.81956,0
1.69398,5.17786,1.76618,0
1.74504,5.03406,1.71293,0
1.79465,4.89042,1.65996,0
1.84283,4.74736,1.60739,0
1.88959,4.60528,1.55537,0
1.93493,4.4645,1.50399,0
1.97887,4.32536,1.45334,0
2.02143,4.18811,1.40352,0
2.06262,4.05298,1.35458,0
2.10248,3.92019,1.30658,0
2.14102,3.7899,1.25957,0
2.17827,3.66227,1.2136,0
2.21425,3.53739,1.16868,0
2.249,3.41538,1.12484,0
2.28255,3.2963,1.08209,0
2.31492,3.1802,1.04044,0
2.34615,3.06712,0.999896,0
2.37626,2.95707,0.960446,0
2.40528,2.85007,0.922086,0
2.43325,2.74609,0.884802,0
2.46019,2.64511,0.848578,0
2.48614,2.54712,0.813397,0
2.51113,2.45207,0.779235,0
2.53518,2.3599,0.746069,0
2.55832,2.27058,0.713873,0
2.58058,2.18404,0.68262,0
2.60199,2.10021,0.65228,0
2.62258,2.01904,0.622824,0
2.64237,1.94044,0.59422,0
2.66138,1.86435,0.566437,0
2.67965,1.79069,0.539443,0
2.69719,1.71938,0.513204,0
2.71403,1.65035,0.487688,0
2.73019,1.58351,0.462861,0
2.7457,1.51879,0.43869,0
2.76056,1.45611,0.415142,0
2.77481,1.39538,0.392182,0
2.78847,1.33652,0.369778,0
2.80154,1.27947,0.347897,0
2.81405,1.22412,0.326504,0
2.82602,1.17041,0.305566,0
2.83745,1.11826,0.285051,0
2.84838,1.06758,0.264926,0
2.8588,1.01831,0.245157,0
2.86874,0.97035,0.225712,0
2.8782,0.923638,0.206558,0
2.88721,0.878093,0.187662,0
2.89576,0.833638,0.168992,0
2.90388,0.790198,0.150514,0
2.91156,0.747696,0.132197,0
2.91883,0.706058,0.114007,0
2.92568,0.665207,0.0959107,0
2.93213,0.625068,0.0778758,0
2.93818,0.585566,0.0598684,0
2.94383,0.546624,0.0418549,0
2.94911,0.508169,0.0238011,0
2.95399,0.470121,0.00567274,0
2.9585,0.432406,-0.0125652,0
2.96264,0.394945,-0.030948,0
2.9664,0.357661,-0.0495117,0
2.96979,0.320473,-0.068293,0
2.9728,0.283302,-0.087329,0
2.97545,0.246066,-0.106658,0
2.97772,0.208681,-0.126319,0
2.97962,0.171064,-0.146351,0
2.98114,0.133127,-0.166797,0
2.98228,0.0947826,-0.187696,0
2.98303,0.0559399,-0.209093,0
